algorithm,scenario,size,digits,repetition,execution_time,memory_used_bytes
insertion_sort,reverse,13000,1,1,0.026703,52000
insertion_sort,reverse,13000,1,2,0.026699,52000
insertion_sort,reverse,13000,1,3,0.026704,52000
insertion_sort,reverse,14000,1,1,0.031134,56000
insertion_sort,reverse,14000,1,2,0.030938,56000
insertion_sort,reverse,14000,1,3,0.031155,56000
insertion_sort,reverse,15000,1,1,0.035495,60000
insertion_sort,reverse,15000,1,2,0.035563,60000
insertion_sort,reverse,15000,1,3,0.035500,60000
insertion_sort,reverse,16000,1,1,0.040574,64000
insertion_sort,reverse,16000,1,2,0.040368,64000
insertion_sort,reverse,16000,1,3,0.040426,64000
insertion_sort,reverse,17000,1,1,0.045574,68000
insertion_sort,reverse,17000,1,2,0.045597,68000
insertion_sort,reverse,17000,1,3,0.045657,68000
insertion_sort,reverse,18000,1,1,0.051041,72000
insertion_sort,reverse,18000,1,2,0.051064,72000
insertion_sort,reverse,18000,1,3,0.051035,72000
insertion_sort,reverse,19000,1,1,0.056899,76000
insertion_sort,reverse,19000,1,2,0.056871,76000
insertion_sort,reverse,19000,1,3,0.056844,76000
insertion_sort,reverse,20000,1,1,0.062995,80000
insertion_sort,reverse,20000,1,2,0.063045,80000
insertion_sort,reverse,20000,1,3,0.063014,80000
insertion_sort,reverse,21000,1,1,0.069476,84000
insertion_sort,reverse,21000,1,2,0.069648,84000
insertion_sort,reverse,21000,1,3,0.069515,84000
insertion_sort,reverse,22000,1,1,0.076192,88000
insertion_sort,reverse,22000,1,2,0.076447,88000
insertion_sort,reverse,22000,1,3,0.076458,88000
insertion_sort,reverse,23000,1,1,0.083234,92000
insertion_sort,reverse,23000,1,2,0.083268,92000
insertion_sort,reverse,23000,1,3,0.083254,92000
insertion_sort,reverse,24000,1,1,0.090625,96000
insertion_sort,reverse,24000,1,2,0.090647,96000
insertion_sort,reverse,24000,1,3,0.090695,96000
insertion_sort,reverse,25000,1,1,0.098303,100000
insertion_sort,reverse,25000,1,2,0.098368,100000
insertion_sort,reverse,25000,1,3,0.098625,100000
insertion_sort,reverse,26000,1,1,0.106714,104000
insertion_sort,reverse,26000,1,2,0.106592,104000
insertion_sort,reverse,26000,1,3,0.106328,104000
insertion_sort,reverse,27000,1,1,0.114656,108000
insertion_sort,reverse,27000,1,2,0.114668,108000
insertion_sort,reverse,27000,1,3,0.114693,108000
insertion_sort,reverse,28000,1,1,0.123321,112000
insertion_sort,reverse,28000,1,2,0.123340,112000
insertion_sort,reverse,28000,1,3,0.123574,112000
insertion_sort,reverse,29000,1,1,0.132791,116000
insertion_sort,reverse,29000,1,2,0.132292,116000
insertion_sort,reverse,29000,1,3,0.132278,116000
insertion_sort,reverse,30000,1,1,0.141806,120000
insertion_sort,reverse,30000,1,2,0.142329,120000
insertion_sort,reverse,30000,1,3,0.141756,120000
insertion_sort,reverse,31000,1,1,0.152012,124000
insertion_sort,reverse,31000,1,2,0.151812,124000
insertion_sort,reverse,31000,1,3,0.151835,124000
insertion_sort,reverse,32000,1,1,0.161711,128000
insertion_sort,reverse,32000,1,2,0.161658,128000
insertion_sort,reverse,32000,1,3,0.162044,128000
insertion_sort,reverse,33000,1,1,0.172426,132000
insertion_sort,reverse,33000,1,2,0.172299,132000
insertion_sort,reverse,33000,1,3,0.172080,132000
insertion_sort,reverse,34000,1,1,0.182931,136000
insertion_sort,reverse,34000,1,2,0.183179,136000
insertion_sort,reverse,34000,1,3,0.183298,136000
insertion_sort,reverse,35000,1,1,0.194633,140000
insertion_sort,reverse,35000,1,2,0.194330,140000
insertion_sort,reverse,35000,1,3,0.194565,140000
insertion_sort,reverse,36000,1,1,0.205335,144000
insertion_sort,reverse,36000,1,2,0.205632,144000
insertion_sort,reverse,36000,1,3,0.205413,144000
insertion_sort,reverse,37000,1,1,0.217331,148000
insertion_sort,reverse,37000,1,2,0.216861,148000
insertion_sort,reverse,37000,1,3,0.217250,148000
insertion_sort,reverse,38000,1,1,0.229994,152000
insertion_sort,reverse,38000,1,2,0.229639,152000
insertion_sort,reverse,38000,1,3,0.229712,152000
insertion_sort,reverse,39000,1,1,0.242224,156000
insertion_sort,reverse,39000,1,2,0.242644,156000
insertion_sort,reverse,39000,1,3,0.242438,156000
insertion_sort,reverse,40000,1,1,0.255332,160000
insertion_sort,reverse,40000,1,2,0.255341,160000
insertion_sort,reverse,40000,1,3,0.255610,160000
insertion_sort,reverse,41000,1,1,0.268835,164000
insertion_sort,reverse,41000,1,2,0.268687,164000
insertion_sort,reverse,41000,1,3,0.268683,164000
insertion_sort,reverse,42000,1,1,0.282080,168000
insertion_sort,reverse,42000,1,2,0.282047,168000
insertion_sort,reverse,42000,1,3,0.282097,168000
insertion_sort,reverse,43000,1,1,0.295800,172000
insertion_sort,reverse,43000,1,2,0.296163,172000
insertion_sort,reverse,43000,1,3,0.295907,172000
insertion_sort,reverse,44000,1,1,0.309526,176000
insertion_sort,reverse,44000,1,2,0.309537,176000
insertion_sort,reverse,44000,1,3,0.309935,176000
insertion_sort,reverse,45000,1,1,0.321837,180000
insertion_sort,reverse,45000,1,2,0.322040,180000
insertion_sort,reverse,45000,1,3,0.322298,180000
insertion_sort,reverse,46000,1,1,0.337041,184000
insertion_sort,reverse,46000,1,2,0.337475,184000
insertion_sort,reverse,46000,1,3,0.337100,184000
insertion_sort,reverse,47000,1,1,0.352375,188000
insertion_sort,reverse,47000,1,2,0.353085,188000
insertion_sort,reverse,47000,1,3,0.352659,188000
insertion_sort,reverse,48000,1,1,0.368401,192000
insertion_sort,reverse,48000,1,2,0.368941,192000
insertion_sort,reverse,48000,1,3,0.368189,192000
insertion_sort,reverse,49000,1,1,0.383254,196000
insertion_sort,reverse,49000,1,2,0.383443,196000
insertion_sort,reverse,49000,1,3,0.382974,196000
insertion_sort,reverse,50000,1,1,0.399888,200000
insertion_sort,reverse,50000,1,2,0.399660,200000
insertion_sort,reverse,50000,1,3,0.399801,200000
insertion_sort,reverse,51000,1,1,0.416519,204000
insertion_sort,reverse,51000,1,2,0.416169,204000
insertion_sort,reverse,51000,1,3,0.416719,204000
insertion_sort,reverse,52000,1,1,0.431811,208000
insertion_sort,reverse,52000,1,2,0.431683,208000
insertion_sort,reverse,52000,1,3,0.432008,208000
insertion_sort,reverse,53000,1,1,0.449203,212000
insertion_sort,reverse,53000,1,2,0.449547,212000
insertion_sort,reverse,53000,1,3,0.449725,212000
insertion_sort,reverse,54000,1,1,0.466722,216000
insertion_sort,reverse,54000,1,2,0.466091,216000
insertion_sort,reverse,54000,1,3,0.466236,216000
insertion_sort,reverse,55000,1,1,0.485656,220000
insertion_sort,reverse,55000,1,2,0.485997,220000
insertion_sort,reverse,55000,1,3,0.485941,220000
insertion_sort,reverse,56000,1,1,0.505658,224000
insertion_sort,reverse,56000,1,2,0.504846,224000
insertion_sort,reverse,56000,1,3,0.505417,224000
insertion_sort,reverse,57000,1,1,0.524624,228000
insertion_sort,reverse,57000,1,2,0.524984,228000
insertion_sort,reverse,57000,1,3,0.524487,228000
insertion_sort,reverse,58000,1,1,0.545674,232000
insertion_sort,reverse,58000,1,2,0.544644,232000
insertion_sort,reverse,58000,1,3,0.545019,232000
insertion_sort,reverse,59000,1,1,0.565847,236000
insertion_sort,reverse,59000,1,2,0.566179,236000
insertion_sort,reverse,59000,1,3,0.565707,236000
insertion_sort,reverse,60000,1,1,0.584395,240000
insertion_sort,reverse,60000,1,2,0.585156,240000
insertion_sort,reverse,60000,1,3,0.584706,240000
insertion_sort,reverse,61000,1,1,0.605360,244000
insertion_sort,reverse,61000,1,2,0.605799,244000
insertion_sort,reverse,61000,1,3,0.605858,244000
insertion_sort,reverse,62000,1,1,0.624888,248000
insertion_sort,reverse,62000,1,2,0.624156,248000
insertion_sort,reverse,62000,1,3,0.624157,248000
insertion_sort,reverse,63000,1,1,0.646158,252000
insertion_sort,reverse,63000,1,2,0.645620,252000
insertion_sort,reverse,63000,1,3,0.646507,252000
insertion_sort,reverse,64000,1,1,0.668315,256000
insertion_sort,reverse,64000,1,2,0.667810,256000
insertion_sort,reverse,64000,1,3,0.668743,256000
insertion_sort,reverse,65000,1,1,0.688471,260000
insertion_sort,reverse,65000,1,2,0.687734,260000
insertion_sort,reverse,65000,1,3,0.688437,260000
insertion_sort,reverse,66000,1,1,0.709995,264000
insertion_sort,reverse,66000,1,2,0.709388,264000
insertion_sort,reverse,66000,1,3,0.709313,264000
insertion_sort,reverse,67000,1,1,0.731913,268000
insertion_sort,reverse,67000,1,2,0.732221,268000
insertion_sort,reverse,67000,1,3,0.731724,268000
insertion_sort,reverse,68000,1,1,0.755199,272000
insertion_sort,reverse,68000,1,2,0.755328,272000
insertion_sort,reverse,68000,1,3,0.754951,272000
insertion_sort,reverse,69000,1,1,0.778262,276000
insertion_sort,reverse,69000,1,2,0.778669,276000
insertion_sort,reverse,69000,1,3,0.778219,276000
insertion_sort,reverse,70000,1,1,0.799014,280000
insertion_sort,reverse,70000,1,2,0.798738,280000
insertion_sort,reverse,70000,1,3,0.799253,280000
insertion_sort,reverse,71000,1,1,0.821290,284000
insertion_sort,reverse,71000,1,2,0.821685,284000
insertion_sort,reverse,71000,1,3,0.821334,284000
insertion_sort,reverse,72000,1,1,0.843816,288000
insertion_sort,reverse,72000,1,2,0.843861,288000
insertion_sort,reverse,72000,1,3,0.843635,288000
insertion_sort,reverse,73000,1,1,0.865514,292000
insertion_sort,reverse,73000,1,2,0.865647,292000
insertion_sort,reverse,73000,1,3,0.865783,292000
insertion_sort,reverse,74000,1,1,0.889367,296000
insertion_sort,reverse,74000,1,2,0.888597,296000
insertion_sort,reverse,74000,1,3,0.889741,296000
insertion_sort,reverse,75000,1,1,0.911880,300000
insertion_sort,reverse,75000,1,2,0.910430,300000
insertion_sort,reverse,75000,1,3,0.911022,300000
insertion_sort,reverse,76000,1,1,0.934759,304000
insertion_sort,reverse,76000,1,2,0.935384,304000
insertion_sort,reverse,76000,1,3,0.935312,304000
insertion_sort,reverse,77000,1,1,0.961319,308000
insertion_sort,reverse,77000,1,2,0.960816,308000
insertion_sort,reverse,77000,1,3,0.961112,308000
insertion_sort,reverse,78000,1,1,0.985737,312000
